,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist
25,0.625,https://api.spotify.com/v1/audio-analysis/5YGchxHlMJm93jpcBTTx4y,0.596,195000,0.278,5YGchxHlMJm93jpcBTTx4y,0.0,0,0.112,-10.555,1,0.0288,90.137,4,https://api.spotify.com/v1/tracks/5YGchxHlMJm93jpcBTTx4y,audio_features,spotify:track:5YGchxHlMJm93jpcBTTx4y,0.523,Sea of Love,Kimie Miner
26,0.0334,https://api.spotify.com/v1/audio-analysis/6JDiliuujRpBL8l40UCcoj,0.695,261939,0.832,6JDiliuujRpBL8l40UCcoj,0.000364,2,0.273,-6.273,0,0.104,160.069,4,https://api.spotify.com/v1/tracks/6JDiliuujRpBL8l40UCcoj,audio_features,spotify:track:6JDiliuujRpBL8l40UCcoj,0.636,Why You,PeniDean
27,0.637,https://api.spotify.com/v1/audio-analysis/3tPmeYiWgz4ufVGy6YPh3s,0.7,261500,0.636,3tPmeYiWgz4ufVGy6YPh3s,9.74e-06,9,0.307,-5.045,1,0.0379,128.116,4,https://api.spotify.com/v1/tracks/3tPmeYiWgz4ufVGy6YPh3s,audio_features,spotify:track:3tPmeYiWgz4ufVGy6YPh3s,0.725,When I'm Gone,Junior Maile
28,0.11,https://api.spotify.com/v1/audio-analysis/7ltZS2vQoIsSUj3lUyKCyV,0.728,231500,0.632,7ltZS2vQoIsSUj3lUyKCyV,0.0,7,0.273,-7.422,0,0.163,144.818,4,https://api.spotify.com/v1/tracks/7ltZS2vQoIsSUj3lUyKCyV,audio_features,spotify:track:7ltZS2vQoIsSUj3lUyKCyV,0.873,Mr Sensi,Eli Mac
29,0.0596,https://api.spotify.com/v1/audio-analysis/7MLAlCNchfJDqxPH4lbAYe,0.618,271948,0.78,7MLAlCNchfJDqxPH4lbAYe,0.0,11,0.0657,-3.949,0,0.0762,153.805,4,https://api.spotify.com/v1/tracks/7MLAlCNchfJDqxPH4lbAYe,audio_features,spotify:track:7MLAlCNchfJDqxPH4lbAYe,0.699,What Will It Take,The Easies
30,0.0521,https://api.spotify.com/v1/audio-analysis/43DkrZbdn50RCmx7xLw5In,0.768,241277,0.363,43DkrZbdn50RCmx7xLw5In,0.0,9,0.158,-9.17,1,0.0651,139.941,4,https://api.spotify.com/v1/tracks/43DkrZbdn50RCmx7xLw5In,audio_features,spotify:track:43DkrZbdn50RCmx7xLw5In,0.7,Kiss and Say Goodbye,Pati
31,0.563,https://api.spotify.com/v1/audio-analysis/7kj7ol0cWF50fVkWFDS4gb,0.77,196772,0.677,7kj7ol0cWF50fVkWFDS4gb,0.000564,9,0.0779,-7.421,1,0.0332,150.063,4,https://api.spotify.com/v1/tracks/7kj7ol0cWF50fVkWFDS4gb,audio_features,spotify:track:7kj7ol0cWF50fVkWFDS4gb,0.923,My High,KL Noise Makerz
32,0.408,https://api.spotify.com/v1/audio-analysis/7jfdJqt7f4LlKvuIWFvnfy,0.843,236897,0.598,7jfdJqt7f4LlKvuIWFvnfy,0.0,11,0.109,-6.825,1,0.0421,145.06,4,https://api.spotify.com/v1/tracks/7jfdJqt7f4LlKvuIWFvnfy,audio_features,spotify:track:7jfdJqt7f4LlKvuIWFvnfy,0.8,Here to Stay,2nd Legacy
33,0.657,https://api.spotify.com/v1/audio-analysis/5sQJjcLZnPZCvpxzz349CJ,0.743,193438,0.693,5sQJjcLZnPZCvpxzz349CJ,0.0524,5,0.0764,-9.442,1,0.0336,104.993,4,https://api.spotify.com/v1/tracks/5sQJjcLZnPZCvpxzz349CJ,audio_features,spotify:track:5sQJjcLZnPZCvpxzz349CJ,0.917,Welcome to My Island Home,The Mana'o Company
34,0.317,https://api.spotify.com/v1/audio-analysis/3kbrIhpuDBQPr7E9r2VWPR,0.643,223360,0.585,3kbrIhpuDBQPr7E9r2VWPR,0.0,4,0.0942,-5.969,0,0.244,80.062,4,https://api.spotify.com/v1/tracks/3kbrIhpuDBQPr7E9r2VWPR,audio_features,spotify:track:3kbrIhpuDBQPr7E9r2VWPR,0.678,Love & Affection,Three Houses Down
35,0.155,https://api.spotify.com/v1/audio-analysis/5iaciB2AlSaMnTNkHu39pJ,0.917,214552,0.448,5iaciB2AlSaMnTNkHu39pJ,0.0,11,0.0693,-6.907,0,0.0681,116.032,4,https://api.spotify.com/v1/tracks/5iaciB2AlSaMnTNkHu39pJ,audio_features,spotify:track:5iaciB2AlSaMnTNkHu39pJ,0.808,Don't Go Away,Landon McNamara
36,0.364,https://api.spotify.com/v1/audio-analysis/4nXHQxCiXLsYrpeMoUrz3N,0.869,214737,0.547,4nXHQxCiXLsYrpeMoUrz3N,0.00956,11,0.074,-6.187,1,0.0523,132.966,4,https://api.spotify.com/v1/tracks/4nXHQxCiXLsYrpeMoUrz3N,audio_features,spotify:track:4nXHQxCiXLsYrpeMoUrz3N,0.973,Rub a Dub Vibe,The Vitals 808
37,0.607,https://api.spotify.com/v1/audio-analysis/0tV3o4ZNt4TIJZEZpd4GtU,0.833,183375,0.56,0tV3o4ZNt4TIJZEZpd4GtU,0.0,6,0.104,-7.107,0,0.0484,120.965,4,https://api.spotify.com/v1/tracks/0tV3o4ZNt4TIJZEZpd4GtU,audio_features,spotify:track:0tV3o4ZNt4TIJZEZpd4GtU,0.871,He Kanaka,Ka'ikena Scanlan
38,0.384,https://api.spotify.com/v1/audio-analysis/4RIgsLTLcItSR1JdWW0YQz,0.922,308800,0.311,4RIgsLTLcItSR1JdWW0YQz,0.0,8,0.0685,-8.258,1,0.0636,119.945,4,https://api.spotify.com/v1/tracks/4RIgsLTLcItSR1JdWW0YQz,audio_features,spotify:track:4RIgsLTLcItSR1JdWW0YQz,0.732,Sail Away (feat. Leilani Wolfgramm),Lovd Ones
39,0.373,https://api.spotify.com/v1/audio-analysis/53g3LVX4NSlvK58tOZIj7G,0.738,235566,0.68,53g3LVX4NSlvK58tOZIj7G,5.55e-05,0,0.259,-5.226,1,0.0539,90.075,4,https://api.spotify.com/v1/tracks/53g3LVX4NSlvK58tOZIj7G,audio_features,spotify:track:53g3LVX4NSlvK58tOZIj7G,0.441,I Love You,Sammielz
