,0,song_title,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
87,,Zig Zag Wanderer,Captain Beefheart & His Magic Band,0.058,https://api.spotify.com/v1/audio-analysis/1F7euzYeo32NncoyEBo63v,0.428,158800.0,0.843,1F7euzYeo32NncoyEBo63v,0.0334,9.0,0.115,-7.655,1.0,0.0747,143.758,4.0,https://api.spotify.com/v1/tracks/1F7euzYeo32NncoyEBo63v,audio_features,spotify:track:1F7euzYeo32NncoyEBo63v,0.885
88,,Waiting For The Streetcar,CAN,0.42,https://api.spotify.com/v1/audio-analysis/2cVnBwZdjraLEUSLYOAqA6,0.533,608440.0,0.944,2cVnBwZdjraLEUSLYOAqA6,0.00537,9.0,0.371,-7.689,1.0,0.0675,166.788,4.0,https://api.spotify.com/v1/tracks/2cVnBwZdjraLEUSLYOAqA6,audio_features,spotify:track:2cVnBwZdjraLEUSLYOAqA6,0.584
89,,Wild Thing (Re-Recorded),The Troggs,0.651,https://api.spotify.com/v1/audio-analysis/695D3IeuIXeUHX2RUlnfQp,0.706,153120.0,0.686,695D3IeuIXeUHX2RUlnfQp,0.0948,9.0,0.081,-9.23,1.0,0.0703,104.469,4.0,https://api.spotify.com/v1/tracks/695D3IeuIXeUHX2RUlnfQp,audio_features,spotify:track:695D3IeuIXeUHX2RUlnfQp,0.564
90,,When The Revolution Comes,The Last Poets,0.614,https://api.spotify.com/v1/audio-analysis/2ZvNOGkA3mBmwru0VcK50C,0.669,150867.0,0.567,2ZvNOGkA3mBmwru0VcK50C,0.0,8.0,0.246,-12.381,0.0,0.335,81.93,4.0,https://api.spotify.com/v1/tracks/2ZvNOGkA3mBmwru0VcK50C,audio_features,spotify:track:2ZvNOGkA3mBmwru0VcK50C,0.909
91,,Shapes Of Things,The Yardbirds,0.249,https://api.spotify.com/v1/audio-analysis/3xYMN0fbQkyJfofjsufO7b,0.432,145960.0,0.823,3xYMN0fbQkyJfofjsufO7b,0.00639,0.0,0.0953,-9.216,1.0,0.116,132.212,4.0,https://api.spotify.com/v1/tracks/3xYMN0fbQkyJfofjsufO7b,audio_features,spotify:track:3xYMN0fbQkyJfofjsufO7b,0.38
92,,What'Cha Gonna Do About It,Small Faces,0.169,https://api.spotify.com/v1/audio-analysis/5UvKIFS3OCmwQ0WYiPUmQi,0.657,116893.0,0.676,5UvKIFS3OCmwQ0WYiPUmQi,0.0,9.0,0.131,-8.102,1.0,0.12,76.581,4.0,https://api.spotify.com/v1/tracks/5UvKIFS3OCmwQ0WYiPUmQi,audio_features,spotify:track:5UvKIFS3OCmwQ0WYiPUmQi,0.659
93,,My Generation - Original Mono Version,The Who,0.195,https://api.spotify.com/v1/audio-analysis/40bvnVS14b2gF3ZfiTKPAf,0.396,197773.0,0.827,40bvnVS14b2gF3ZfiTKPAf,6.64e-05,0.0,0.326,-7.193,0.0,0.0812,96.079,4.0,https://api.spotify.com/v1/tracks/40bvnVS14b2gF3ZfiTKPAf,audio_features,spotify:track:40bvnVS14b2gF3ZfiTKPAf,0.676
94,,God Save The Queen,Sex Pistols,0.00105,https://api.spotify.com/v1/audio-analysis/2mHchPRtQWet3iIS3jANr1,0.304,199453.0,0.901,2mHchPRtQWet3iIS3jANr1,0.000376,9.0,0.158,-7.756,1.0,0.0602,147.199,4.0,https://api.spotify.com/v1/tracks/2mHchPRtQWet3iIS3jANr1,audio_features,spotify:track:2mHchPRtQWet3iIS3jANr1,0.541
95,,"Paint It, Black",The Rolling Stones,0.0625,https://api.spotify.com/v1/audio-analysis/1Kvjmr2oqZjzhryoEKzqij,0.471,203053.0,0.75,1Kvjmr2oqZjzhryoEKzqij,0.00221,1.0,0.323,-10.877,1.0,0.089,159.038,4.0,https://api.spotify.com/v1/tracks/1Kvjmr2oqZjzhryoEKzqij,audio_features,spotify:track:1Kvjmr2oqZjzhryoEKzqij,0.61
96,,You're Gonna Miss Me,The Spades,0.00806,https://api.spotify.com/v1/audio-analysis/0gyWUugyMaRaMFv2aJsAm3,0.449,134493.0,0.668,0gyWUugyMaRaMFv2aJsAm3,0.00011,9.0,0.106,-7.307,1.0,0.0282,135.896,4.0,https://api.spotify.com/v1/tracks/0gyWUugyMaRaMFv2aJsAm3,audio_features,spotify:track:0gyWUugyMaRaMFv2aJsAm3,0.708
97,,Revenge,The Others,0.351,https://api.spotify.com/v1/audio-analysis/6bnV2qC1Gz56bTHg1kOzxw,0.407,120253.0,0.725,6bnV2qC1Gz56bTHg1kOzxw,0.341,7.0,0.312,-8.027,0.0,0.0372,147.581,4.0,https://api.spotify.com/v1/tracks/6bnV2qC1Gz56bTHg1kOzxw,audio_features,spotify:track:6bnV2qC1Gz56bTHg1kOzxw,0.803
98,,Night of the Vampire,The Moontrekkers,0.302,https://api.spotify.com/v1/audio-analysis/5Y7ecNe7Nu11Uklx9Rz75E,0.362,172760.0,0.882,5Y7ecNe7Nu11Uklx9Rz75E,0.873,2.0,0.18,-11.592,1.0,0.0935,127.964,4.0,https://api.spotify.com/v1/tracks/5Y7ecNe7Nu11Uklx9Rz75E,audio_features,spotify:track:5Y7ecNe7Nu11Uklx9Rz75E,0.582
99,,Mystery Train,Elvis Presley,0.595,https://api.spotify.com/v1/audio-analysis/0K2wyTHoDRFiXy8y2N4Xo6,0.7,151280.0,0.416,0K2wyTHoDRFiXy8y2N4Xo6,0.0178,4.0,0.118,-15.297,1.0,0.0321,120.273,4.0,https://api.spotify.com/v1/tracks/0K2wyTHoDRFiXy8y2N4Xo6,audio_features,spotify:track:0K2wyTHoDRFiXy8y2N4Xo6,0.658
0,,Congratulations,Awake At Last,0.0118,https://api.spotify.com/v1/audio-analysis/4t44u40vo1NHV6H4y0XmBV,0.563,241951.0,0.896,4t44u40vo1NHV6H4y0XmBV,0.0,11.0,0.112,-7.219,1.0,0.0793,122.974,4.0,https://api.spotify.com/v1/tracks/4t44u40vo1NHV6H4y0XmBV,audio_features,spotify:track:4t44u40vo1NHV6H4y0XmBV,0.526
1,,Sorry Not Sorry,Shorelines,0.115,https://api.spotify.com/v1/audio-analysis/250qGXQymQSnwDM3eWpVMR,0.549,197067.0,0.948,250qGXQymQSnwDM3eWpVMR,0.0,4.0,0.4,-4.079,0.0,0.272,147.073,4.0,https://api.spotify.com/v1/tracks/250qGXQymQSnwDM3eWpVMR,audio_features,spotify:track:250qGXQymQSnwDM3eWpVMR,0.551
2,,Rockstar,Daddy-Rock,6.75e-05,https://api.spotify.com/v1/audio-analysis/7EIbw4i6zFYA2kuDYWgRly,0.424,207000.0,0.981,7EIbw4i6zFYA2kuDYWgRly,0.0535,7.0,0.367,-2.637,0.0,0.0765,160.1,4.0,https://api.spotify.com/v1/tracks/7EIbw4i6zFYA2kuDYWgRly,audio_features,spotify:track:7EIbw4i6zFYA2kuDYWgRly,0.452
3,,I Want You Back,Abandoned By Bears,0.00124,https://api.spotify.com/v1/audio-analysis/7kNM0HawXQPv1nKORLmpQX,0.394,169714.0,0.933,7kNM0HawXQPv1nKORLmpQX,0.0,0.0,0.342,-2.635,1.0,0.0927,104.502,4.0,https://api.spotify.com/v1/tracks/7kNM0HawXQPv1nKORLmpQX,audio_features,spotify:track:7kNM0HawXQPv1nKORLmpQX,0.545
4,,XO Tour Llif3,Driveways,7.85e-05,https://api.spotify.com/v1/audio-analysis/2T1OgnCnRWulJPXYhXqwNt,0.45,180882.0,0.957,2T1OgnCnRWulJPXYhXqwNt,0.0,11.0,0.0911,-4.695,0.0,0.0709,170.111,4.0,https://api.spotify.com/v1/tracks/2T1OgnCnRWulJPXYhXqwNt,audio_features,spotify:track:2T1OgnCnRWulJPXYhXqwNt,0.54
5,,Look What You Made Me Do,Keeping Secrets,0.00112,https://api.spotify.com/v1/audio-analysis/2UR13Sbl2amG6F8jBIQZaS,0.594,215625.0,0.867,2UR13Sbl2amG6F8jBIQZaS,7.51e-05,9.0,0.458,-5.44,0.0,0.0835,128.043,4.0,https://api.spotify.com/v1/tracks/2UR13Sbl2amG6F8jBIQZaS,audio_features,spotify:track:2UR13Sbl2amG6F8jBIQZaS,0.514
6,,Love Yourself,Grayscale,0.000308,https://api.spotify.com/v1/audio-analysis/2ujvbqvgIaAZ4t2yd5QMC2,0.606,206640.0,0.9,2ujvbqvgIaAZ4t2yd5QMC2,0.0,1.0,0.347,-4.099,0.0,0.0647,116.019,4.0,https://api.spotify.com/v1/tracks/2ujvbqvgIaAZ4t2yd5QMC2,audio_features,spotify:track:2ujvbqvgIaAZ4t2yd5QMC2,0.623
7,,Stitches,State Champs,0.000739,https://api.spotify.com/v1/audio-analysis/0xQevbz2L13K1a4rWWXGy1,0.457,183440.0,0.883,0xQevbz2L13K1a4rWWXGy1,7.98e-06,1.0,0.263,-4.374,1.0,0.0923,157.098,4.0,https://api.spotify.com/v1/tracks/0xQevbz2L13K1a4rWWXGy1,audio_features,spotify:track:0xQevbz2L13K1a4rWWXGy1,0.584
8,,When We Were Young,Andy Black,0.137,https://api.spotify.com/v1/audio-analysis/41kUupAzNt7hy1BEbPkp0P,0.398,285507.0,0.629,41kUupAzNt7hy1BEbPkp0P,1.12e-05,11.0,0.109,-6.249,1.0,0.0309,141.866,4.0,https://api.spotify.com/v1/tracks/41kUupAzNt7hy1BEbPkp0P,audio_features,spotify:track:41kUupAzNt7hy1BEbPkp0P,0.345
9,,Closer,Seaway,0.00799,https://api.spotify.com/v1/audio-analysis/0yvSxwhKR9EnW9dfb6IjKQ,0.594,252960.0,0.516,0yvSxwhKR9EnW9dfb6IjKQ,1.13e-05,8.0,0.0987,-8.878,1.0,0.0242,98.013,4.0,https://api.spotify.com/v1/tracks/0yvSxwhKR9EnW9dfb6IjKQ,audio_features,spotify:track:0yvSxwhKR9EnW9dfb6IjKQ,0.726
10,,Gratitude,Transplants,0.000844,https://api.spotify.com/v1/audio-analysis/5zF63yAAWB5LTtt65QW8IM,0.483,158121.0,0.832,5zF63yAAWB5LTtt65QW8IM,0.00326,2.0,0.164,-4.788,1.0,0.0336,161.885,4.0,https://api.spotify.com/v1/tracks/5zF63yAAWB5LTtt65QW8IM,audio_features,spotify:track:5zF63yAAWB5LTtt65QW8IM,0.811
11,,Gangsta,New Years Day,0.00232,https://api.spotify.com/v1/audio-analysis/0YxWNhkNfVF0PHDg3zOEEf,0.458,234933.0,0.938,0YxWNhkNfVF0PHDg3zOEEf,0.0,7.0,0.111,-4.45,1.0,0.0965,127.112,4.0,https://api.spotify.com/v1/tracks/0YxWNhkNfVF0PHDg3zOEEf,audio_features,spotify:track:0YxWNhkNfVF0PHDg3zOEEf,0.188
12,,Shape of You - Rock,Our Last Night,0.000142,https://api.spotify.com/v1/audio-analysis/7hH4dSp71EOv3XS57e8CYu,0.554,241000.0,0.959,7hH4dSp71EOv3XS57e8CYu,0.000504,1.0,0.286,-4.786,0.0,0.0403,96.005,4.0,https://api.spotify.com/v1/tracks/7hH4dSp71EOv3XS57e8CYu,audio_features,spotify:track:7hH4dSp71EOv3XS57e8CYu,0.349
13,,Heathens,Boston Manor,0.17,https://api.spotify.com/v1/audio-analysis/2TuXTTcRnPAtI7FK6hNTOq,0.337,226467.0,0.915,2TuXTTcRnPAtI7FK6hNTOq,1.33e-05,3.0,0.106,-5.767,0.0,0.118,180.006,4.0,https://api.spotify.com/v1/tracks/2TuXTTcRnPAtI7FK6hNTOq,audio_features,spotify:track:2TuXTTcRnPAtI7FK6hNTOq,0.168
14,,Treat You Better,Throw The Fight,0.0102,https://api.spotify.com/v1/audio-analysis/5Ve2oJUFYFpqkYiOB9LODB,0.432,187750.0,0.923,5Ve2oJUFYFpqkYiOB9LODB,0.0,1.0,0.101,-4.36,1.0,0.241,180.128,4.0,https://api.spotify.com/v1/tracks/5Ve2oJUFYFpqkYiOB9LODB,audio_features,spotify:track:5Ve2oJUFYFpqkYiOB9LODB,0.526
15,,Umbrella (Rihanna cover),All Time Low,0.00243,https://api.spotify.com/v1/audio-analysis/4pNQI9kRooisUKtLBPUg3X,0.42,229813.0,0.74,4pNQI9kRooisUKtLBPUg3X,0.0,1.0,0.121,-3.613,1.0,0.0356,175.94,4.0,https://api.spotify.com/v1/tracks/4pNQI9kRooisUKtLBPUg3X,audio_features,spotify:track:4pNQI9kRooisUKtLBPUg3X,0.656
16,,Hybrid Moments,No Use For A Name,0.000527,https://api.spotify.com/v1/audio-analysis/5ZJOpm5S4OXlBwt3ZPEiBX,0.504,99080.0,0.852,5ZJOpm5S4OXlBwt3ZPEiBX,0.0,6.0,0.115,-7.286,1.0,0.055,101.198,4.0,https://api.spotify.com/v1/tracks/5ZJOpm5S4OXlBwt3ZPEiBX,audio_features,spotify:track:5ZJOpm5S4OXlBwt3ZPEiBX,0.314
17,,Beat It,Fall Out Boy,0.0183,https://api.spotify.com/v1/audio-analysis/4OMsAnt8JSBctSJQIMNAy1,0.558,229400.0,0.936,4OMsAnt8JSBctSJQIMNAy1,3.51e-06,0.0,0.313,-3.631,1.0,0.0616,149.98,4.0,https://api.spotify.com/v1/tracks/4OMsAnt8JSBctSJQIMNAy1,audio_features,spotify:track:4OMsAnt8JSBctSJQIMNAy1,0.869
18,,Little Lion Man,Tonight Alive,0.00212,https://api.spotify.com/v1/audio-analysis/2fbnRsbMdmCyKLCti2ND9e,0.582,233147.0,0.71,2fbnRsbMdmCyKLCti2ND9e,0.000209,6.0,0.13,-4.093,1.0,0.0413,130.015,4.0,https://api.spotify.com/v1/tracks/2fbnRsbMdmCyKLCti2ND9e,audio_features,spotify:track:2fbnRsbMdmCyKLCti2ND9e,0.587
19,,I Knew You Were Trouble,We Came As Romans,0.00236,https://api.spotify.com/v1/audio-analysis/0CsP3X8vw67bm2ieIc73a4,0.571,218554.0,0.689,0CsP3X8vw67bm2ieIc73a4,0.0,6.0,0.0494,-4.424,1.0,0.0606,154.152,4.0,https://api.spotify.com/v1/tracks/0CsP3X8vw67bm2ieIc73a4,audio_features,spotify:track:0CsP3X8vw67bm2ieIc73a4,0.618
20,,Take On Me - Best Of,Reel Big Fish,0.0192,https://api.spotify.com/v1/audio-analysis/7IfckgnBsIdP4XE4tfWEDN,0.576,199253.0,0.94,7IfckgnBsIdP4XE4tfWEDN,0.0,9.0,0.133,-3.003,1.0,0.118,97.876,4.0,https://api.spotify.com/v1/tracks/7IfckgnBsIdP4XE4tfWEDN,audio_features,spotify:track:7IfckgnBsIdP4XE4tfWEDN,0.844
21,,(I'm Gonna Be) 500 Miles,MxPx,0.00169,https://api.spotify.com/v1/audio-analysis/1FVCDJJIdoMPbxbXo4ud9X,0.392,252280.0,0.854,1FVCDJJIdoMPbxbXo4ud9X,0.0,2.0,0.12,-5.299,1.0,0.236,135.658,4.0,https://api.spotify.com/v1/tracks/1FVCDJJIdoMPbxbXo4ud9X,audio_features,spotify:track:1FVCDJJIdoMPbxbXo4ud9X,0.612
22,,99 Red Balloons,Goldfinger,0.00103,https://api.spotify.com/v1/audio-analysis/0rOTMSSa6yscfOrGnzfheM,0.285,229173.0,0.843,0rOTMSSa6yscfOrGnzfheM,0.00037,4.0,0.327,-7.318,1.0,0.129,97.051,4.0,https://api.spotify.com/v1/tracks/0rOTMSSa6yscfOrGnzfheM,audio_features,spotify:track:0rOTMSSa6yscfOrGnzfheM,0.282
23,,Kiss Me,New Found Glory,0.00201,https://api.spotify.com/v1/audio-analysis/1WTbOb9bzd2Ym3xh0ZPzZ4,0.532,175173.0,0.913,1WTbOb9bzd2Ym3xh0ZPzZ4,2.85e-05,2.0,0.292,-3.141,1.0,0.0397,112.003,4.0,https://api.spotify.com/v1/tracks/1WTbOb9bzd2Ym3xh0ZPzZ4,audio_features,spotify:track:1WTbOb9bzd2Ym3xh0ZPzZ4,0.617
24,,Over My Head (The Fray Cover),A Day To Remember,0.000236,https://api.spotify.com/v1/audio-analysis/3EU8jFHu4KvvGKXTcYQiA9,0.547,211187.0,0.924,3EU8jFHu4KvvGKXTcYQiA9,1.33e-06,0.0,0.0988,-5.197,1.0,0.0587,130.017,4.0,https://api.spotify.com/v1/tracks/3EU8jFHu4KvvGKXTcYQiA9,audio_features,spotify:track:3EU8jFHu4KvvGKXTcYQiA9,0.494
25,,The Boys of Summer,The Ataris,0.000674,https://api.spotify.com/v1/audio-analysis/5BmagRD7Thki6O1zZwbxBy,0.251,258000.0,0.954,5BmagRD7Thki6O1zZwbxBy,0.000132,6.0,0.0975,-2.879,1.0,0.0691,191.059,4.0,https://api.spotify.com/v1/tracks/5BmagRD7Thki6O1zZwbxBy,audio_features,spotify:track:5BmagRD7Thki6O1zZwbxBy,0.264
26,,Under Pressure,The Used,0.00134,https://api.spotify.com/v1/audio-analysis/4j08A1efdJcVINBHSmQKPS,0.528,211733.0,0.897,4j08A1efdJcVINBHSmQKPS,0.0,2.0,0.19,-5.943,1.0,0.0589,125.009,4.0,https://api.spotify.com/v1/tracks/4j08A1efdJcVINBHSmQKPS,audio_features,spotify:track:4j08A1efdJcVINBHSmQKPS,0.29
27,,Beautiful Girls (Sean Kingston Cover),Bayside,0.0305,https://api.spotify.com/v1/audio-analysis/2zkcQzrOHrDRfVm939XIIl,0.499,221453.0,0.734,2zkcQzrOHrDRfVm939XIIl,0.0,9.0,0.144,-7.316,1.0,0.177,140.923,4.0,https://api.spotify.com/v1/tracks/2zkcQzrOHrDRfVm939XIIl,audio_features,spotify:track:2zkcQzrOHrDRfVm939XIIl,0.352
28,,Can't Stop the Feeling,Keeping Secrets,0.00921,https://api.spotify.com/v1/audio-analysis/7s94rlPos6udEL6loOpPaT,0.565,223433.0,0.963,7s94rlPos6udEL6loOpPaT,2.4e-06,0.0,0.322,-3.461,1.0,0.133,115.029,4.0,https://api.spotify.com/v1/tracks/7s94rlPos6udEL6loOpPaT,audio_features,spotify:track:7s94rlPos6udEL6loOpPaT,0.632
29,,Wonderwall,Cartel,0.0571,https://api.spotify.com/v1/audio-analysis/6rMdkAEBzaqtrPpH9bUrAU,0.38,293027.0,0.847,6rMdkAEBzaqtrPpH9bUrAU,0.0134,4.0,0.181,-6.041,0.0,0.0786,165.956,4.0,https://api.spotify.com/v1/tracks/6rMdkAEBzaqtrPpH9bUrAU,audio_features,spotify:track:6rMdkAEBzaqtrPpH9bUrAU,0.292
30,,Can’t Feel My Face,The Amity Affliction,0.000867,https://api.spotify.com/v1/audio-analysis/4dZEkHDfbTIOWaO5RP3F8e,0.231,201107.0,0.855,4dZEkHDfbTIOWaO5RP3F8e,0.0,9.0,0.289,-6.288,0.0,0.0589,108.089,4.0,https://api.spotify.com/v1/tracks/4dZEkHDfbTIOWaO5RP3F8e,audio_features,spotify:track:4dZEkHDfbTIOWaO5RP3F8e,0.316
31,,My Own Worst Enemy,Get Scared,4.16e-05,https://api.spotify.com/v1/audio-analysis/1J3FZsDrB2bqXhnCTuXQ5t,0.479,180474.0,0.922,1J3FZsDrB2bqXhnCTuXQ5t,0.000501,4.0,0.139,-4.483,1.0,0.135,104.03,4.0,https://api.spotify.com/v1/tracks/1J3FZsDrB2bqXhnCTuXQ5t,audio_features,spotify:track:1J3FZsDrB2bqXhnCTuXQ5t,0.508
32,,Self-Esteem,Vanna,0.000549,https://api.spotify.com/v1/audio-analysis/3CgE17RAFHlLf6fSI9Pps9,0.41,258329.0,0.968,3CgE17RAFHlLf6fSI9Pps9,1.04e-06,11.0,0.385,-4.905,1.0,0.0637,105.024,4.0,https://api.spotify.com/v1/tracks/3CgE17RAFHlLf6fSI9Pps9,audio_features,spotify:track:3CgE17RAFHlLf6fSI9Pps9,0.462
33,,How's It Gonna Be,I Call Fives,0.000828,https://api.spotify.com/v1/audio-analysis/7bVTH2yQqGAkFNsyVvo533,0.427,193633.0,0.858,7bVTH2yQqGAkFNsyVvo533,2.15e-05,5.0,0.328,-5.441,1.0,0.0358,189.835,4.0,https://api.spotify.com/v1/tracks/7bVTH2yQqGAkFNsyVvo533,audio_features,spotify:track:7bVTH2yQqGAkFNsyVvo533,0.661
34,,Free Fallin',The Almost,8.02e-05,https://api.spotify.com/v1/audio-analysis/5KCDwXwhK7YTUMfB9vzpCX,0.476,271173.0,0.92,5KCDwXwhK7YTUMfB9vzpCX,0.000728,9.0,0.0848,-5.742,1.0,0.0678,175.05,4.0,https://api.spotify.com/v1/tracks/5KCDwXwhK7YTUMfB9vzpCX,audio_features,spotify:track:5KCDwXwhK7YTUMfB9vzpCX,0.57
35,,Today,Yellowcard,3.55e-05,https://api.spotify.com/v1/audio-analysis/1IRJQz1tRQQPo8BS6oW5Rl,0.422,203470.0,0.882,1IRJQz1tRQQPo8BS6oW5Rl,0.0564,4.0,0.0952,-4.827,1.0,0.0386,166.009,4.0,https://api.spotify.com/v1/tracks/1IRJQz1tRQQPo8BS6oW5Rl,audio_features,spotify:track:1IRJQz1tRQQPo8BS6oW5Rl,0.245
36,,Total Eclipse Of The Heart,Straight Outta Junior High,0.000211,https://api.spotify.com/v1/audio-analysis/6x40JEfKbAOw32gxA2eqLh,0.227,116253.0,0.884,6x40JEfKbAOw32gxA2eqLh,1.57e-05,7.0,0.303,-6.415,1.0,0.065,93.912,4.0,https://api.spotify.com/v1/tracks/6x40JEfKbAOw32gxA2eqLh,audio_features,spotify:track:6x40JEfKbAOw32gxA2eqLh,0.397
37,,Paint It Black,VersaEmerge,0.00153,https://api.spotify.com/v1/audio-analysis/1oXCGk1tWiqFe60fWLmwOG,0.475,218880.0,0.946,1oXCGk1tWiqFe60fWLmwOG,3.15e-05,11.0,0.271,-4.832,0.0,0.146,155.005,4.0,https://api.spotify.com/v1/tracks/1oXCGk1tWiqFe60fWLmwOG,audio_features,spotify:track:1oXCGk1tWiqFe60fWLmwOG,0.313
38,,Something In The Way You Move,Youth in Revolt,8.14e-05,https://api.spotify.com/v1/audio-analysis/59t4DA9vQQa1DBAY9h30PW,0.497,222222.0,0.907,59t4DA9vQQa1DBAY9h30PW,3.03e-06,1.0,0.405,-3.144,0.0,0.0398,108.99,4.0,https://api.spotify.com/v1/tracks/59t4DA9vQQa1DBAY9h30PW,audio_features,spotify:track:59t4DA9vQQa1DBAY9h30PW,0.444
39,,Sic Transit Gloria…Glory Fades (Brand New cover),We Are The In Crowd,0.00194,https://api.spotify.com/v1/audio-analysis/6I6YCZQd1mnmqEixGIg15y,0.636,187413.0,0.871,6I6YCZQd1mnmqEixGIg15y,0.0,8.0,0.0862,-3.58,1.0,0.0421,92.7,4.0,https://api.spotify.com/v1/tracks/6I6YCZQd1mnmqEixGIg15y,audio_features,spotify:track:6I6YCZQd1mnmqEixGIg15y,0.804
40,,Wake Me Up When September Ends,With Confidence,6.32e-05,https://api.spotify.com/v1/audio-analysis/32fMYulgmRX6IxScMwQsdW,0.484,196000.0,0.919,32fMYulgmRX6IxScMwQsdW,0.0,11.0,0.334,-9.824,1.0,0.0808,135.032,4.0,https://api.spotify.com/v1/tracks/32fMYulgmRX6IxScMwQsdW,audio_features,spotify:track:32fMYulgmRX6IxScMwQsdW,0.305
41,,More Than A Feeling (Boston Cover),Hit The Lights,0.00383,https://api.spotify.com/v1/audio-analysis/2HglfFsrc7HeIENTFS8JPj,0.458,163947.0,0.875,2HglfFsrc7HeIENTFS8JPj,0.0,1.0,0.0855,-3.962,1.0,0.147,128.024,4.0,https://api.spotify.com/v1/tracks/2HglfFsrc7HeIENTFS8JPj,audio_features,spotify:track:2HglfFsrc7HeIENTFS8JPj,0.59
42,,Hey Jealousy,The Ergs!,1.35e-05,https://api.spotify.com/v1/audio-analysis/05Yh8eSAMCnkSW8CNEKD5y,0.208,188293.0,0.94,05Yh8eSAMCnkSW8CNEKD5y,0.0,6.0,0.0891,-4.975,0.0,0.0957,188.119,4.0,https://api.spotify.com/v1/tracks/05Yh8eSAMCnkSW8CNEKD5y,audio_features,spotify:track:05Yh8eSAMCnkSW8CNEKD5y,0.465
43,,Like A Prayer,Rufio,0.00121,https://api.spotify.com/v1/audio-analysis/3LTlg46lED1ItDe3sgXA04,0.305,229160.0,0.97,3LTlg46lED1ItDe3sgXA04,1.09e-06,5.0,0.375,-4.452,1.0,0.131,130.018,4.0,https://api.spotify.com/v1/tracks/3LTlg46lED1ItDe3sgXA04,audio_features,spotify:track:3LTlg46lED1ItDe3sgXA04,0.339
44,,Setting Fires,Like Ghosts,0.0094,https://api.spotify.com/v1/audio-analysis/5c6gygu84ru3DoETwftk4x,0.561,219210.0,0.912,5c6gygu84ru3DoETwftk4x,2.37e-06,8.0,0.234,-5.512,0.0,0.0472,109.992,4.0,https://api.spotify.com/v1/tracks/5c6gygu84ru3DoETwftk4x,audio_features,spotify:track:5c6gygu84ru3DoETwftk4x,0.606
45,,Boulevard of Broken Dreams,Neck Deep,0.000361,https://api.spotify.com/v1/audio-analysis/2eLgWJTe2jcYHCED69LjGU,0.333,220000.0,0.978,2eLgWJTe2jcYHCED69LjGU,0.39,10.0,0.241,-3.594,1.0,0.133,189.942,4.0,https://api.spotify.com/v1/tracks/2eLgWJTe2jcYHCED69LjGU,audio_features,spotify:track:2eLgWJTe2jcYHCED69LjGU,0.113
46,,That’s What I Like,Dance Gavin Dance,0.00725,https://api.spotify.com/v1/audio-analysis/3YQ9M5SWEh2Atfy1Al6OBk,0.518,207253.0,0.933,3YQ9M5SWEh2Atfy1Al6OBk,0.0,10.0,0.379,-3.837,0.0,0.107,134.024,4.0,https://api.spotify.com/v1/tracks/3YQ9M5SWEh2Atfy1Al6OBk,audio_features,spotify:track:3YQ9M5SWEh2Atfy1Al6OBk,0.838
47,,I Don't Love You,Moose Blood,0.00015,https://api.spotify.com/v1/audio-analysis/05eWggqE1dGTn8HcB9GeOY,0.319,231771.0,0.401,05eWggqE1dGTn8HcB9GeOY,0.0,0.0,0.149,-18.908,1.0,0.0326,174.786,4.0,https://api.spotify.com/v1/tracks/05eWggqE1dGTn8HcB9GeOY,audio_features,spotify:track:05eWggqE1dGTn8HcB9GeOY,0.253
48,,Why the Big Pause,Teenage Bottlerocket,0.00051,https://api.spotify.com/v1/audio-analysis/232eAuiCp2RWmZezELlBaW,0.617,90163.0,0.858,232eAuiCp2RWmZezELlBaW,3.27e-05,0.0,0.135,-5.596,1.0,0.137,115.788,4.0,https://api.spotify.com/v1/tracks/232eAuiCp2RWmZezELlBaW,audio_features,spotify:track:232eAuiCp2RWmZezELlBaW,0.278
49,,The Hills,Classic Jack,9.98e-06,https://api.spotify.com/v1/audio-analysis/0mjiXOqxnZv0Zbqx4XXFpW,0.314,220169.0,0.794,0mjiXOqxnZv0Zbqx4XXFpW,0.000177,1.0,0.158,-8.852,1.0,0.0853,117.908,4.0,https://api.spotify.com/v1/tracks/0mjiXOqxnZv0Zbqx4XXFpW,audio_features,spotify:track:0mjiXOqxnZv0Zbqx4XXFpW,0.277
0,,Play,Marmozets,0.000169,https://api.spotify.com/v1/audio-analysis/34ywfaV8ZajQp0HhWYWsH2,0.383,204960.0,0.982,34ywfaV8ZajQp0HhWYWsH2,0.000457,0.0,0.363,-3.259,1.0,0.138,161.042,4.0,https://api.spotify.com/v1/tracks/34ywfaV8ZajQp0HhWYWsH2,audio_features,spotify:track:34ywfaV8ZajQp0HhWYWsH2,0.184
1,,Sarcophaguts,Slow Bloom,0.000621,https://api.spotify.com/v1/audio-analysis/6C9Hr4idQc3VsX6yCmyVgH,0.38,155528.0,0.954,6C9Hr4idQc3VsX6yCmyVgH,0.0887,5.0,0.283,-2.05,0.0,0.0642,131.018,4.0,https://api.spotify.com/v1/tracks/6C9Hr4idQc3VsX6yCmyVgH,audio_features,spotify:track:6C9Hr4idQc3VsX6yCmyVgH,0.397
